KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"80090031";"004";"010";"PISTOLA VECTOR PRO 3300PSI CONEX 1/4 M INC BOQUILL";"1";"1";      257690.00000;      257690.00000;"N";      257690.00000;      257690.00000;           1.00000;           0.00000;           0.00000;"";"";"";"";"";"/  /";"/  /";           1.00000;      257690.00000;      257690.00000;"1";
"00011";"005";"005";"UVTANE 767 CATALIZADOR 1/4 GL.";"GL";"04";        4838.00000;        4838.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"001";"";"";"";"";"/  /";"/  /";           0.28100;        5437.91200;       19352.00000;"04";
"A020";"004";"004";"AEROSIL 200";"KG";"KG";        5432.01752;        5432.01752;"N";        5604.60000;        5604.60000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           9.70400;       52712.29801;        5432.01752;"KG";
"A104";"004";"004";"NATROSOL 250 MHBR";"KG";"KG";        8266.74104;        8266.74206;"N";        8303.02000;        8303.02000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         287.69800;     2378324.86373;        8266.74104;"KG";
"A204";"004";"004";"SULFATO DE COBRE";"KG";"KG";           1.00000;           1.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00400;           0.00400;           1.00000;"KG";
"A401";"004";"004";"AG. DISPERSANTE";"KG";"KG";        3241.28316;        3241.26636;"N";        3234.00000;        3234.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         317.43300;     1028890.23733;        3241.28316;"KG";
"A803";"004";"004";"PLASTIFICANTE D.O.P. KG.";"KG";"KG";        2028.00001;        2028.00000;"N";        2028.00000;        2028.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         250.60800;      508233.02651;        2028.00001;"KG";
"A913";"004";"004";"TEGO WET KL245";"KG";"KG";       22321.27797;       22321.27797;"N";       22411.00000;       22411.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          16.02500;      357698.47947;       22321.27797;"KG";
"A011";"004";"004";"ADISORB UV 650";"KG";"KG";       23479.29653;       23479.29654;"N";       23387.80000;       23387.80000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.02100;         493.06523;       23479.29653;"KG";
"A202";"004";"004";"IPEL BP 509/20";"KG";"KG";        1490.00004;        1490.00005;"N";        1490.00000;        1490.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         469.75200;      699930.49879;        1490.00004;"KG";
"A460";"004";"004";"ROPAQUE ULTRA";"KG";"KG";        1621.76680;        1621.76667;"N";        1620.62000;        1620.62000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"02";"/  /";"/  /";         163.98900;      265951.91577;        1621.76680;"KG";
"PCA900SW70756";"004";"006";"LATEX OBRA SW-7075 4 GALONES";"GL";"BD";        5990.65000;        5990.65000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           5.00000;      119813.00000;       23962.60000;"BD";
"A012";"004";"004";"U-PACK UV-5151";"KG";"KG";       24826.98143;       24826.98143;"N";       25033.24000;       25033.24000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          43.34600;     1076150.33707;       24826.98143;"KG";
"A404";"004";"004";"SCHWEGO FLUOR 6536";"KG";"KG";       96822.43431;       96822.43431;"N";       97279.70600;       97279.70600;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           5.38700;      521582.45363;       96822.43431;"KG";
"A800";"004";"004";"OPTIFILM 300";"KG";"KG";        4215.78605;        4215.78605;"N";        4240.00000;        4240.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.11200;         472.16804;        4215.78605;"KG";
"A901";"004";"004";"FOSFATO DE ZINC KG.";"KG";"KG";        6220.01969;        6220.09592;"N";        6251.12500;        6251.12500;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         261.63810;     1627394.13365;        6220.01969;"KG";
"BALDEMETAL1";"004";"004";"BALDE MET 4GL LIT PCA TAPA NEGRA";"UN";"UN";        4654.00000;        4654.00000;"N";        4654.00000;        4654.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         240.00000;     1116960.00000;        4654.00000;"UN";
"A052";"004";"004";"BYK 052";"KG";"KG";       11671.53181;       11671.53181;"N";       11631.00000;       11631.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          16.54600;      193117.16533;       11671.53181;"KG";
"A100";"004";"004";"BYK P-104S";"KG";"KG";       16123.13105;       16123.13107;"N";       16268.00000;       16268.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          24.87200;      401014.51548;       16123.13105;"KG";
"A300";"004";"004";"BYK 300";"KG";"KG";       15726.40055;       15726.37874;"N";       15706.00000;       15706.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          51.13500;      804169.49212;       15726.40055;"KG";
"A904";"004";"004";"TEGO DISPERS 750W";"KG";"KG";       21487.85877;       21503.51643;"N";       21511.56000;       21511.56000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00600;         128.92715;       21487.85877;"KG";
"A912";"004";"004";"TEGO WET 500";"KG";"KG";       12247.00000;       12247.00000;"N";       12247.00000;       12247.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          50.00000;      612350.00000;       12247.00000;"KG";
"C102";"004";"004";"ARENA GRANO 6/10 KG.";"KG";"KG";          47.99959;          47.99960;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         169.00000;        8111.93071;          47.99959;"KG";
"C104";"004";"004";"ARENA NEGRA KG.";"KG";"KG";          24.00641;          24.00641;"N";          24.00000;          24.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           2.40000;          57.61538;          24.00641;"KG";
"PCA824PASELS6";"006";"007";"PASTA ELASTICA BLANCA 4GL.";"GL";"BD";        3692.47445;        3690.96899;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0001";"";"";"/  /";"/  /";           8.00000;      118159.18240;       14769.89780;"BD";
"PCA824PASELS6";"007";"014";"PASTA ELASTICA BLANCA 4GL.";"GL";"BD";        3692.47445;        3690.96899;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0003";"0001";"";"";"/  /";"/  /";           2.00000;       29539.79560;       14769.89780;"BD";
"PCA9008766N06";"004";"015";"LATEX 900 8766N 4 GALONES.";"GL";"BD";        1304.50000;        1304.50000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"";"/  /";"/  /";           2.00000;       10436.00000;        5218.00000;"BD";
"PCA900BLANC06";"006";"007";"LATEX 900 BLANCO 4 GALONES BD.";"GL";"BD";        3082.13054;        3079.95083;"N";        6012.50000;       24050.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";           1.00000;       12328.52216;       12328.52216;"BD";
"A201";"004";"004";"IPEL FAP 492";"KG";"KG";        4119.66770;        4119.66650;"N";        4141.96500;        4141.96500;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         320.27300;     1319418.33328;        4119.66770;"KG";
"A908";"004";"004";"TROYSAN 1050";"KG";"KG";        8614.56535;        8614.56537;"N";        9243.11800;        9243.11800;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00800;          68.91652;        8614.56535;"KG";
"C203";"004";"004";"CARBONATO ECONOMICO";"KG";"KG";         378.00000;         377.99999;"N";         378.00000;         378.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        7965.83700;     3011086.38600;         378.00000;"KG";
"C205";"004";"004";"CARBONATO CALCIO T3";"KG";"KG";         101.99999;         101.99999;"N";         102.00000;         102.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        2058.25900;      209942.39742;         101.99999;"KG";
"A107";"004";"004";"ESPESANTE BASE AGUA CELLOSIZE QP 52000 H.";"KG";"KG";        8065.43845;        8065.13432;"N";        8066.00000;        8066.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.31100;        2508.35136;        8065.43845;"KG";
"A918";"004";"004";"PROXEL DBPNA-20";"KG";"KG";        6164.08566;        6164.08566;"N";        6124.02000;        6124.02000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         181.24800;     1117228.19770;        6164.08566;"KG";
"C310";"004";"004";"BARITINA BLANCA MICRONIZADA KG.";"KG";"KG";         471.00000;         471.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         450.00000;      211950.00000;         471.00000;"KG";
"CAJA01";"006";"007";"CAJA GALON 325x325x225";"UN";"UN";         487.00000;         487.00000;"N";         487.00000;         487.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1006.00000;      489922.00000;         487.00000;"UN";
"EE-22";"004";"004";"GALON LIT. ZINC ACRYL.";"UN";"UN";        1452.50607;        1452.53778;"N";        1452.00000;        1452.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         634.00000;      920888.84838;        1452.50607;"UN";
"C210";"004";"004";"BORRA KG.";"KG";"KG";           1.00001;           1.00000;"N";         135.01100;         135.01100;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           0.00200;           1.00001;"KG";
"C307";"004";"004";"CUARZO -7/+14";"KG";"KG";         171.99908;         171.99908;"N";         172.00000;         172.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1290.00000;      221878.81320;         171.99908;"KG";
"EE-31";"004";"004";"GALON LIT. STAIN POLIDECOR";"UN";"UN";        1388.00000;        1388.00000;"N";        1388.00000;        1388.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1593.00000;     2211084.00000;        1388.00000;"UN";
"EE-37";"004";"003";"1/4 GL LIT. BASE AGUA GENERICO";"UN";"UN";         723.00000;         723.00000;"N";         723.00000;         723.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           1.00000;         723.00000;         723.00000;"UN";
"EE-37";"004";"004";"1/4 GL LIT. BASE AGUA GENERICO";"UN";"UN";         723.00000;         723.00000;"N";         723.00000;         723.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         710.00000;      513330.00000;         723.00000;"UN";
"GRAN00ESINTBO";"004";"010";"ESMALTE SINTETICO BASE OSCURA GRANEL";"KG";"KG";        2056.25087;        2056.25087;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           4.11250;        2056.25087;"KG";
"GRAN00OLEOSBL";"004";"010";"OLEO SEMI BRILLO BLANCO GRANEL";"KG";"KG";        1661.00070;        1661.00071;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         463.05700;      769138.00114;        1661.00070;"KG";
"GRAN00SMARTBO";"004";"010";"ESMALTE AL AGUA SMART-COPPER SATINADO BASE OSCURA";"KG";"KG";         643.43514;         643.43514;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         144.44100;       92938.41506;         643.43514;"KG";
"GRAN00STAINAT";"004";"010";"STAIN NATURAL GRANEL KG.";"KG";"KG";        1784.72776;        1784.72779;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        1017.08500;     1815219.83378;        1784.72776;"KG";
"A101";"004";"004";"ESPESANTE BASE AGUA PASTAS Y TEXTURAS";"KG";"KG";        6895.88532;        6895.88486;"N";        6906.17000;        6906.17000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         184.03400;     1269077.35898;        6895.88532;"KG";
"A503";"004";"004";"REGULADOR DE pH";"KG";"KG";        4165.98719;        4165.98711;"N";        4103.84000;        4103.84000;           1.00000;           0.00000;           0.00000;"";"";"";"";"";"/  /";"/  /";           0.00100;           4.16599;        4165.98719;"KG";
"C101";"004";"004";"ARENA GRANO 10/16 KG.";"KG";"KG";          84.99779;          84.99779;"N";          85.00000;          85.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        4196.00000;      356650.72684;          84.99779;"KG";
"EE-25";"004";"004";"GALON LIT. ANTICORROSIVO";"UN";"UN";        1388.00000;        1388.00000;"N";        1388.00000;        1388.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         434.00000;      602392.00000;        1388.00000;"UN";
"GRAN00108DREP";"004";"010";"DOBLE METAL REPROCESO GRANEL KG";"KG";"KG";        1661.60291;        1661.60291;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         465.45000;      773393.07446;        1661.60291;"KG";
"GRAN00ANTIEST";"004";"010";"ANTICORROSIVO ESTRUCTURAL GRANEL";"KG";"KG";        1055.15730;        1055.17185;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";         676.00500;      713291.61059;        1055.15730;"KG";
